;he;E;A
0;1.7012920412126973;1.052091687134648;0.8921727519887073
1;0.8506460206063621;1.0135638369030564;0.9680488701552267
2;0.42532301030318104;1.0027352928436175;0.9945669070231137
3;0.21266150515159052;1.0;1.0
