;he;E;A
0;3.055462235090032;1.224675612620974;0.680418200307001
1;1.527731117545016;1.0710127542024825;0.8819559581797927
2;0.763865558772508;1.0160498692279338;0.972286621236456
3;0.381932779386254;1.0;1.0
