;h;ne0;ne1;ne2
0;1.0;1.0144272218102455;1.0167872348077802;1.017058120725309
1;0.5;1.0027570905896146;1.0046611919853525;1.0047578627080318
2;0.25;0.997435627173662;0.9995817172171388;1.0
