;h;nl0;nl1;nl2
0;1.0;1.0144272218102455;1.0027570905896146;0.997435627173662
1;0.5;1.0167872348077802;1.0046611919853525;0.9995817172171388
2;0.25;1.017058120725309;1.0047578627080318;1.0
